순번,생산라인코드,생산라인명,생산일자,발생시간,종료시간,오류조치시간,비가동코드,Error_Message,품목코드,품목명,오류발생작업장명
7,D088,냉동밥 내포장#1,2025-02-20,13:40,14:40,60,W005722,공정,1BA03389,게살볶음밥E,충전실
1,D088,냉동밥 내포장#1,2025-02-21,1:22,2:00,38,W0054F1,품목 교체,1BA10044,팔도비빔밥-진짜짜장,충전실
7,D088,냉동밥 내포장#1,2025-02-23,20:42,23:26,164,W0054F1,품목 교체,1BA03281,취나물현미밥5kg,충전실
8,D088,냉동밥 내포장#1,2025-02-23,23:27,0:44,77,W005722,공정,1BA03281,취나물현미밥5kg,충전실
3,D087,냉동밥 내포장#2,2025-02-25,21:10,22:45,95,W0054F1,품목 교체,1BA03374,비비고소고기볶음밥200g(알밥),충전실
16,D087,냉동밥 내포장#2,2025-02-27,19:53,21:28,95,W0054F2,세부 세척,1BA03158,비비고불고기비빔밥200g,충전실
2,D088,냉동밥 내포장#1,2025-02-28,6:10,8:10,120,W005722,공정,1BA03389,게살볶음밥E,충전실
16,D088,냉동밥 내포장#1,2025-02-28,6:57,8:43,106,W005722,공정,1BA03369,팔도산채나물밥(알밥),충전실
2,D087,냉동밥 내포장#2,2025-03-04,8:53,10:32,99,W005722,공정,1BA03365,NEW비비고새우볶음밥210g(알밥),충전실
11,D088,냉동밥 내포장#1,2025-03-05,19:30,2:51,-999,W005722,공정,1BA03369,팔도산채나물밥(알밥),충전실
5,D088,냉동밥 내포장#1,2025-03-08,20:53,23:02,129,W005722,공정,1BA03415,한가득낙지볶음밥,충전실
12,D087,냉동밥 내포장#2,2025-03-13,4:52,6:40,108,W005722,공정,1BA03201,비비고닭가슴살볶음밥210g(알밥),충전실
11,D087,냉동밥 내포장#2,2025-03-14,21:32,23:00,88,W005722,공정,1BA03158,비비고불고기비빔밥200g,충전실
1,D088,냉동밥 내포장#1,2025-03-14,2:52,3:50,58,W0054F1,품목 교체,1BA03094,비비고곤드레밥200g,충전실
3,D087,냉동밥 내포장#2,2025-03-19,8:18,9:48,90,W0054F1,품목 교체,1BA03374,비비고소고기볶음밥200g(알밥),충전실
9,D087,냉동밥 내포장#2,2025-03-19,17:01,18:45,104,W0054F1,품목 교체,1BA03373,비비고햄야채볶음밥200g(알밥),충전실
8,D087,냉동밥 내포장#2,2025-03-24,20:50,22:23,93,W0054F1,품목 교체,1BA03378,매콤낙지볶음밥(노브랜드)/7개입,충전실
1,D087,냉동밥 내포장#2,2025-04-23,22:50,0:47,-1323,W0054F1,품목 교체,1BA10029,비비고불고기비빔밥(롯데),충전실
3,D088,냉동밥 내포장#1,2025-04-23,7:57,9:30,93,W0054F1,품목 교체,1BA03377,통새우볶음밥(노브랜드)/7개입,충전실
10,D088,냉동밥 내포장#1,2025-04-29,2:58,4:33,95,W0054F1,품목 교체,1BA03202,강원나물밥200g(알밥),충전실
16,D088,냉동밥 내포장#1,2025-05-01,17:46,18:45,59,W0054F1,품목 교체,1BA03273,하나로치킨데리야끼볶음밥,충전실
5,D087,냉동밥 내포장#2,2025-05-08,14:20,14:48,28,W005722,공정,1BA03384,비비고불고기비빔밥(EMT)/알밥,충전실
2,D088,냉동밥 내포장#1,2025-05-16,1:00,1:00,0,W005722,공정,1BA03349,담두낙지볶음밥,충전실
16,D088,냉동밥 내포장#1,2025-05-16,18:10,19:14,64,W005722,공정,1BA03345,퀴노아렌틸콩잡곡밥(도시락용),충전실
19,D088,냉동밥 내포장#1,2025-05-17,23:00,0:33,-1347,W005722,공정,1BA03403,보리귀리렌틸콩밥E,충전실
6,D087,냉동밥 내포장#2,2025-05-19,22:58,0:38,100,W0054F2,세부 세척,1BA03416,한가득중화풍볶음밥,충전실
11,D087,냉동밥 내포장#2,2025-05-20,23:10,23:50,40,W005722,공정,1BA03436,비비고소고기볶음밥(200g),충전실
9,D088,냉동밥 내포장#1,2025-05-20,19:53,21:22,89,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
5,D088,냉동밥 내포장#1,2025-05-22,15:01,15:59,58,W005722,공정,1BA03047,시아스야채볶음밥3kg,충전실
9,D088,냉동밥 내포장#1,2025-05-22,19:38,21:16,98,W005722,공정,1BA03094,비비고곤드레밥200g,충전실
4,D087,냉동밥 내포장#2,2025-05-28,12:04,15:20,196,W005722,공정,1BA03415,한가득낙지볶음밥,충전실
16,D087,냉동밥 내포장#2,2025-06-03,22:53,22:57,4,W0054F2,세부 세척,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,충전실
14,D088,냉동밥 내포장#1,2025-06-03,19:53,20:45,52,W0054F1,품목 교체,1BA03315,위즈메택불고기맛볶음밥,충전실
14,D088,냉동밥 내포장#1,2025-06-11,20:42,21:25,43,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
13,D087,냉동밥 내포장#2,2025-06-13,17:02,18:21,79,W0054F2,세부 세척,1BA03406,CJ김치볶음밥(수출용),충전실
8,D087,냉동밥 내포장#2,2025-06-17,5:10,5:49,39,W005722,공정,1BA03416,한가득중화풍볶음밥,충전실
3,D088,냉동밥 내포장#1,2025-06-18,13:26,14:00,34,W0054F1,품목 교체,1BA03437,게살볶음밥-F,충전실
15,D088,냉동밥 내포장#1,2025-06-20,5:20,8:46,206,W005722,공정,1BA03284,곤드레나물밥H5kg,충전실
16,D088,냉동밥 내포장#1,2025-06-20,12:22,12:43,21,W005722,공정,1BA03286,어수리나물밥5kg,충전실
17,D088,냉동밥 내포장#1,2025-06-20,19:16,20:00,44,W0054F1,품목 교체,1BA03282,퀴노아렌틸콩현미볶음밥5kg,충전실
8,D088,냉동밥 내포장#1,2025-06-24,12:30,13:00,30,W005722,공정,1BA03389,게살볶음밥E,충전실
13,D088,냉동밥 내포장#1,2025-06-24,19:42,21:00,78,W005722,공정,1BA03216,AAF게살새우볶음밥(알밥)*,충전실
1,D088,냉동밥 내포장#1,2025-08-07,4:00,4:48,48,W0054F1,품목 교체,1BA03389,게살볶음밥E,충전실
6,D088,냉동밥 내포장#1,2025-08-26,11:40,13:08,88,W0054F1,품목 교체,1BA03437,게살볶음밥-F,충전실
8,D087,냉동밥 내포장#2,2025-09-05,18:13,20:13,120,W0054F1,품목 교체,1BA03461,철판직화볶음밥,충전실
1,D087,냉동밥 내포장#2,2025-09-09,8:19,10:50,151,W0054F1,품목 교체,1BA03461,철판직화볶음밥,충전실
5,D088,냉동밥 내포장#1,2025-09-16,14:05,14:33,28,W005722,공정,1BA03216,AAF게살새우볶음밥(알밥)*,충전실
3,D088,냉동밥 내포장#1,2025-09-17,17:38,18:06,28,W0054F1,품목 교체,1BA03456,한끼든든김치볶음밥,충전실
2,D088,냉동밥 내포장#1,2025-09-25,1:10,2:16,66,W005722,공정,1BA03412,리얼통새우볶음밥,충전실
2,D087,냉동밥 내포장#2,2025-10-01,7:35,13:18,343,W0054F1,품목 교체,1BA03415,한가득낙지볶음밥,충전실
6,D088,냉동밥 내포장#1,2025-10-09,4:00,5:45,105,W0054F2,세부 세척,1BA03454,Sias새우볶음밥,충전실
9,D088,냉동밥 내포장#1,2025-10-13,20:52,22:40,108,W0054F1,품목 교체,1BA03389,게살볶음밥E,충전실
4,D088,냉동밥 내포장#1,2025-10-15,8:00,9:30,90,W0054G1,별도구작업,1BA03415,한가득낙지볶음밥,충전실
1,D088,냉동밥 내포장#1,2025-10-18,9:24,11:33,129,W0054F1,품목 교체,1BA03347,탄두리치킨볶음밥(도시락용),충전실
2,D088,냉동밥 내포장#1,2025-10-18,13:45,15:35,110,W0054F1,품목 교체,1BA03345,퀴노아렌틸콩잡곡밥(도시락용),충전실
7,D088,냉동밥 내포장#1,2025-10-21,19:26,22:23,177,W0054F2,세부 세척,1BA03415,한가득낙지볶음밥,충전실
7,D088,냉동밥 내포장#1,2025-10-24,10:24,10:25,1,W0054F1,품목 교체,1BA03478,Homeplus signature 곤드레버섯나물밥(알밥),충전실
4,C088,냉동밥 취반#1,2025-10-24,19:00,20:00,60,W0034B1,품목 교체,2BA03477,signature 낙지볶음밥(알밥)(재),쿠킹실
5,D087,냉동밥 내포장#2,2025-11-27,13:32,15:05,93,W0054F1,품목 교체,1BA03371,비비고닭갈비볶음밥(알밥),충전실
9,D087,냉동밥 내포장#2,2025-11-27,15:20,22:33,433,W0054E1,시생산,1BA03371,비비고닭갈비볶음밥(알밥),충전실
1,D087,냉동밥 내포장#2,2025-12-03,4:36,5:10,34,W0054F1,품목 교체,1BA03484,중화풍볶음밥-C,충전실
3,D087,냉동밥 내포장#2,2025-12-09,8:46,9:45,59,W0054F1,품목 교체,1BA03416,한가득중화풍볶음밥,충전실
9,D088,냉동밥 내포장#1,2025-12-11,17:23,19:05,102,W0054F1,품목 교체,1BA03368,치즈스테이크볶음밥,충전실
13,D088,냉동밥 내포장#1,2025-12-12,23:41,0:57,-1364,W0054F1,품목 교체,1BA03288,한그릇연근우엉밥3kg,충전실
15,D088,냉동밥 내포장#1,2025-12-16,5:02,6:29,87,W005722,공정,1BA03432,김민교의사와디밥돼지고기바질볶음밥,충전실
3,D088,냉동밥 내포장#1,2025-12-23,6:17,7:50,93,W0054F2,세부 세척,1BA03049,김치볶음밥-S,충전실
7,D088,냉동밥 내포장#1,2025-12-23,13:37,14:07,30,W005722,공정,1BA03049,김치볶음밥-S,충전실
3,D088,냉동밥 내포장#1,2025-12-26,10:37,10:56,19,W005722,공정,1BA03456,한끼든든김치볶음밥,충전실
8,D087,냉동밥 내포장#2,2025-01-02,15:30,16:54,84,W0054F1,품목 교체,1BA03438,새우볶음밥-F,충전실
4,D088,냉동밥 내포장#1,2025-01-02,10:00,10:43,43,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
10,D088,냉동밥 내포장#1,2025-01-15,3:40,5:11,91,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
10,D087,냉동밥 내포장#2,2025-01-20,13:14,16:16,182,W0054F1,품목 교체,1BA03323,해물철판볶음밥,충전실
2,D088,냉동밥 내포장#1,2025-01-22,11:29,12:24,55,W005722,공정,1BA03316,위즈메택김치볶음밥,충전실
8,D087,냉동밥 내포장#2,2025-02-03,15:40,16:28,48,W005722,공정,1BA03416,한가득중화풍볶음밥,충전실
6,D087,냉동밥 내포장#2,2025-02-06,10:25,13:39,194,W0054G1,별도구작업,1BA03415,한가득낙지볶음밥,충전실
7,D087,냉동밥 내포장#2,2025-04-07,22:53,0:51,118,W0054F1,품목 교체,1BA03271,하나로햄야채볶음밥,충전실
7,D088,냉동밥 내포장#1,2025-04-10,11:29,12:41,72,W005722,공정,1BA03343,병아리콩잡곡밥(도시락용),충전실
2,D088,냉동밥 내포장#1,2025-04-22,16:50,17:50,60,W0054F1,품목 교체,1BA03256,NEW김치볶음밥300g,충전실
5,D088,냉동밥 내포장#1,2025-04-22,22:56,0:34,98,W0054F1,품목 교체,1BA03511,(쿠팡)곰곰대패삼겹볶음밥,충전실
4,D088,냉동밥 내포장#1,2025-04-27,16:00,16:52,52,W005722,공정,1BA03389,게살볶음밥E,충전실
6,D087,냉동밥 내포장#2,2025-04-29,17:41,18:50,69,W005722,공정,1BA03255,NEW낙지볶음밥300g,충전실
1,D088,냉동밥 내포장#1,2025-04-29,4:32,5:17,45,W0054F1,품목 교체,1BA03415,한가득낙지볶음밥,충전실
3,D088,냉동밥 내포장#1,2025-04-29,10:03,11:42,99,W0054F1,품목 교체,1BA03245,깍두기밥5kg,충전실
8,D088,냉동밥 내포장#1,2025-05-07,3:10,4:09,59,W0054F2,세부 세척,1BA03515,(쿠팡)곰곰갈비맛치킨밥,충전실
2,D088,냉동밥 내포장#1,2025-05-08,13:22,16:00,158,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
5,D088,냉동밥 내포장#1,2025-05-19,19:28,20:11,43,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
10,D088,냉동밥 내포장#1,2025-05-20,17:04,18:23,79,W005722,공정,1BA03049,김치볶음밥-S,충전실
4,D087,냉동밥 내포장#2,2025-05-28,12:10,15:00,170,W0054F1,품목 교체,1BA03256,NEW김치볶음밥300g,충전실
6,D088,냉동밥 내포장#1,2025-05-29,12:35,14:32,117,W0054F1,품목 교체,1BA03415,한가득낙지볶음밥,충전실
4,D088,냉동밥 내포장#1,2025-06-02,1:34,2:00,26,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
4,D088,냉동밥 내포장#1,2025-06-05,21:05,22:10,65,W0054F1,품목 교체,1BA03191,땡초상하이볶음밥,충전실
5,D088,냉동밥 내포장#1,2025-06-05,22:10,23:40,90,W005722,공정,1BA03191,땡초상하이볶음밥,충전실
2,D087,냉동밥 내포장#2,2025-06-12,11:30,12:40,70,W0054F2,세부 세척,1BA03501,CJ새우볶음밥(수출용-costco),충전실
2,D087,냉동밥 내포장#2,2025-06-15,12:31,13:30,59,W0054F1,품목 교체,1BA03537,마오나게살볶음밥,충전실
3,D087,냉동밥 내포장#2,2025-06-15,13:30,15:23,113,W005722,공정,1BA03537,마오나게살볶음밥,충전실
11,D087,냉동밥 내포장#2,2025-08-07,16:58,19:50,172,W0054F1,품목 교체,1BA03254,NEW치킨데리야끼볶음밥300g,충전실
5,D088,냉동밥 내포장#1,2025-08-19,19:37,21:25,108,W0054F1,품목 교체,1BA03252,NEW소불고기볶음밥300g,충전실
6,D088,냉동밥 내포장#1,2025-08-27,7:40,10:35,175,W0054G1,별도구작업,1BA03473,Homeplus signature 날치알이톡톡터지는날치알밥,충전실
6,D088,냉동밥 내포장#1,2025-09-09,14:58,17:20,142,W0054F1,품목 교체,1BA03250,NEW새우볶음밥300g,충전실
9,D088,냉동밥 내포장#1,2025-09-10,23:15,0:00,45,W0054F1,품목 교체,1BA03368,치즈스테이크볶음밥,충전실
8,D088,냉동밥 내포장#1,2025-09-11,20:30,21:25,55,W005722,공정,1BA03415,한가득낙지볶음밥,충전실
2,D088,냉동밥 내포장#1,2025-09-12,16:01,17:35,94,W0054F1,품목 교체,1BA03456,한끼든든김치볶음밥,충전실
6,D088,냉동밥 내포장#1,2025-09-16,17:28,19:03,95,W0054F1,품목 교체,1BA03288,한그릇연근우엉밥3kg,충전실
1,D088,냉동밥 내포장#1,2025-09-19,12:24,12:24,0,W0054F1,품목 교체,1BA03511,(쿠팡)곰곰대패삼겹볶음밥,충전실
5,D087,냉동밥 내포장#2,2025-09-21,16:25,17:44,79,W005722,공정,1BA03574,명품필라프용밥,충전실
7,D088,냉동밥 내포장#1,2025-09-25,0:24,3:00,156,W0054F1,품목 교체,1BA03564,대삼식당삼겹김치볶음밥,충전실
1,D088,냉동밥 내포장#1,2025-10-06,13:17,17:20,243,W0054F1,품목 교체,1BA03562,(쿡)병아리콩잡곡밥1kg,충전실
6,D088,냉동밥 내포장#1,2025-10-08,8:30,11:00,150,W0054F1,품목 교체,1BA03471,Homeplussignature 곤드레버섯나물밥,충전실
5,D088,냉동밥 내포장#1,2025-10-08,16:39,19:30,171,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
1,D088,냉동밥 내포장#1,2025-10-15,7:16,8:40,84,W0054F1,품목 교체,1BA03540,(쿠팡)곰곰차돌깍두기볶음밥,충전실
6,D088,냉동밥 내포장#1,2025-10-16,22:15,2:00,225,W0054F1,품목 교체,1BA03563,(쿡)퀴노아렌틸잡곡밥1kg,충전실
6,D088,냉동밥 내포장#1,2025-10-23,20:34,22:20,106,W0054F1,품목 교체,1BA03513,(쿠팡)곰곰닭갈비볶음밥,충전실
3,D088,냉동밥 내포장#1,2025-10-26,17:20,18:50,90,W005722,공정,1BA03389,게살볶음밥E,충전실
12,D088,냉동밥 내포장#1,2025-10-28,19:20,20:20,60,W005722,공정,1BA03351,담두햄야채볶음밥,충전실
1,D087,냉동밥 내포장#2,2025-10-31,2:56,5:02,126,W0054F1,품목 교체,1BA03476,철판직화김치볶음밥,충전실
4,D088,냉동밥 내포장#1,2025-11-06,19:44,21:20,96,W0054F1,품목 교체,1BA03480,Homeplus signature 날치알이톡톡터지는날치알밥(알밥),충전실
5,C002,쿠커 #2,2025-01-19,20:52,21:42,50,W003443,연구 규격 확인 대기,23A01107,김치삼각밥용 볶음T(재),쿠킹실
2,D088,냉동밥 내포장#1,2025-01-28,14:51,17:15,144,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
10,C002,쿠커 #2,2025-02-05,16:23,17:28,65,W003442,QA 규격 확인 대기,23A01107,김치삼각밥용 볶음T(재),쿠킹실
5,D088,냉동밥 내포장#1,2025-02-07,20:20,10:20,-600,W005722,공정,1BA03603,통통낙지볶음밥 3kg(도시락용-자사생산),충전실
3,D088,냉동밥 내포장#1,2025-02-19,12:00,13:00,60,W005722,공정,1BA03593,The 통통한 낙지볶음밥,충전실
5,D087,냉동밥 내포장#2,2025-02-23,16:52,18:43,111,W0054F1,품목 교체,1BA03508,직화새우볶음밥용냉동밥,충전실
2,D088,냉동밥 내포장#1,2025-03-02,10:47,12:30,103,W0054F1,품목 교체,1BA03317,위즈메택새우볶음밥,충전실
2,D088,냉동밥 내포장#1,2025-03-03,12:03,14:40,157,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
1,D087,냉동밥 내포장#2,2025-03-09,11:42,15:20,218,W0054F1,품목 교체,1BA03541,(쿠팡)곰곰포크&스크램블볶음밥,충전실
5,D088,냉동밥 내포장#1,2025-03-17,21:54,0:00,-1314,W0054F1,품목 교체,1BA03202,강원나물밥200g(알밥),충전실
4,D088,냉동밥 내포장#1,2025-03-19,22:07,0:00,-1327,W0054F1,품목 교체,1BA03480,Homeplus signature 날치알이톡톡터지는날치알밥(알밥),충전실
5,D088,냉동밥 내포장#1,2025-05-26,5:21,6:00,39,W0054F1,품목 교체,1BA03249,NEW햄야채볶음밥300g,충전실
6,D088,냉동밥 내포장#1,2025-05-26,6:00,7:00,60,W005722,공정,1BA03249,NEW햄야채볶음밥300g,충전실
5,D088,냉동밥 내포장#1,2025-05-28,4:37,6:41,124,W0054F1,품목 교체,1BA03584,야채곱창볶음밥,충전실
3,D088,냉동밥 내포장#1,2025-06-04,8:48,10:40,112,W0054F1,품목 교체,1BA03513,(쿠팡)곰곰닭갈비볶음밥,충전실
5,D088,냉동밥 내포장#1,2025-06-05,0:13,2:41,148,W005722,공정,1BA03597,병아리콩잡곡밥 3kg(도시락용),충전실
5,D088,냉동밥 내포장#1,2025-09-25,23:39,0:30,-1389,W0054F1,품목 교체,1BA03679,(1)한그릇연근우엉밥(혼합미),충전실
8,D088,냉동밥 내포장#1,2025-10-01,10:32,13:03,151,W0054F1,품목 교체,1BA03339,굿프랜즈치즈불고기볶음밥,충전실
10,D087,냉동밥 내포장#2,2025-10-13,6:48,8:39,111,W0054G1,별도구작업,1BA03593,The 통통한 낙지볶음밥,충전실
3,D087,냉동밥 내포장#2,2025-10-13,20:27,22:46,139,W0054F1,품목 교체,1BA03573,감자탕볶음밥,충전실
7,D088,냉동밥 내포장#1,2025-10-19,2:35,4:54,139,W0054F2,세부 세척,1BA03640,(1)게살볶음밥E,충전실
4,D087,냉동밥 내포장#2,2025-10-20,0:17,0:18,1,W0054F1,품목 교체,1BA03513,(쿠팡)곰곰닭갈비볶음밥,충전실
7,D087,냉동밥 내포장#2,2025-10-28,14:15,14:35,20,W005722,공정,1BA03638,(1)Homeplus signature 날치알이톡톡터지는날치알밥(알밥),충전실
